servertime,sensortype,deviceid,clienttime,x,y,z
1507663383064,accelerometer,7f43a7eaf750aac,1507663377638,9.77631,2.23517e-7,0.812348
1507663383064,accelerometer,7f43a7eaf750aac,1507663378437,9.77631,2.23517e-7,0.812348
1507663383064,accelerometer,7f43a7eaf750aac,1507663379236,9.77631,2.23517e-7,0.812348
1507663383064,accelerometer,7f43a7eaf750aac,1507663380034,9.77631,2.23517e-7,0.812348
1507663383064,accelerometer,7f43a7eaf750aac,1507663380834,9.77631,2.23517e-7,0.812348
1507663383064,accelerometer,7f43a7eaf750aac,1507663381632,9.77631,2.23517e-7,0.812348
1507663383064,accelerometer,7f43a7eaf750aac,1507663382431,9.77631,2.23517e-7,0.812348
1507663383068,magneticfield,7f43a7eaf750aac,1507663303326,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663304127,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663304924,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663305724,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663306522,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663307321,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663308121,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663308921,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663309719,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663310517,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663311317,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663312116,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663312915,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663313714,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663314512,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663315312,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663316111,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663316910,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663317709,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663318508,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663319306,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663320106,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663320904,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663321703,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663322503,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663323302,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663324101,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663324901,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663325699,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663326498,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663327297,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663328097,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663328895,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663329694,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663330493,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663331292,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663332091,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663332891,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663333689,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663334488,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663335287,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663336086,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663336885,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663337685,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663338485,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663339282,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663340082,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663340881,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663341682,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663342481,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663343280,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663344079,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663344878,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663345677,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663346476,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663347275,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663348073,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663348873,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663349671,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663350471,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663351270,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663352068,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663352868,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663353667,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663354466,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663355265,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663356064,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663356863,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663357662,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663358461,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663359260,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663360060,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663360858,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663361657,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663362456,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663363255,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663364054,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663364853,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663365653,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663366451,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663367250,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663368050,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663368849,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663369650,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663370447,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663371246,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663372044,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663372843,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663373643,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663374443,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663375240,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663376039,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663376840,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663377638,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663378437,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663379236,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663380034,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663380835,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663381632,2.3107,22.0,43.4405
1507663383068,magneticfield,7f43a7eaf750aac,1507663382435,2.3107,22.0,43.4405
